0t 1p
22.410029 0.0
22.43003 0.0
22.450032 0.0
22.470034 0.0
22.490035 0.0
22.510039 0.0
22.530042 0.0
22.550045 0.0
22.570045 0.0
22.590046 0.0
22.61005 0.0
22.63005 0.0
22.65005 0.0
22.67005 0.0
22.690054 0.0
22.710058 0.0
22.730058 0.0
22.750058 0.0
22.770058 0.0
22.790061 0.0
22.810066 0.0
22.830066 0.0
22.850066 0.0
22.870066 0.0
22.890066 0.0
22.910066 0.0
22.930066 0.0
22.950066 0.0
22.970069 0.0
22.990071 0.0
23.010071 0.0
23.050999 0.0
23.071002 0.0
23.091005 0.0
23.111006 0.0
23.131007 0.0
23.15101 0.0
23.171011 0.0
23.191013 0.0
23.211018 0.0
23.231019 0.0
23.251022 0.0
23.271026 0.0
23.291028 0.0
23.311028 0.0
23.331028 0.0
23.351028 0.0
23.371028 0.0
23.391033 0.0
23.411033 0.0
23.431033 0.0
23.451034 0.0
23.471038 0.0
23.491039 0.0
23.511039 0.0
23.531042 0.0
23.551045 0.0
23.57105 0.0
23.591051 0.0
23.611055 0.0
23.631055 0.0
23.651055 0.0
23.671055 0.0
23.691059 0.0
23.71106 0.0
23.731063 0.0
23.751063 0.0
23.771063 0.0
23.791065 0.0
23.811066 0.0
23.831069 0.0
23.851071 0.0
23.871074 0.0
23.891076 0.0
23.911076 0.0
23.931077 0.0
23.951081 0.0
23.971082 0.0
23.991082 0.0
24.011085 0.0
24.052004 0.0
24.072007 0.0
24.09201 0.0
24.112012 0.0
24.132013 0.0
24.152017 0.0
24.172021 0.0
24.192023 0.0
24.212023 0.0
24.232023 0.0
24.252024 0.0
24.272029 0.0
24.292034 0.0
24.312035 0.0
24.332039 0.0
24.352043 0.0
24.372046 0.0
24.39205 0.0
24.41205 0.0
24.43205 0.0
24.452052 0.0
24.472055 0.0
24.492057 0.0
24.51206 0.0
24.532061 0.0
24.552066 0.0
24.57207 0.0
24.592071 0.0
24.612072 0.0
24.632073 0.0
24.652076 0.0
24.672077 0.0
24.692078 0.0
24.712082 0.0
24.732082 0.0
24.752084 0.0
24.77209 0.0
24.792094 0.0
24.812094 0.0
24.832098 0.0
24.852099 0.0
24.872101 0.0
24.892101 0.0
24.912103 0.0
24.932106 0.0
24.952106 0.0
24.97211 0.0
24.992111 0.0
25.012111 0.0
25.053002 0.0
25.073006 0.0
25.09301 0.0
25.113012 0.0
25.133015 0.0
25.153018 0.0
25.173018 0.0
25.193018 0.0
25.213018 0.0
25.233018 0.0
25.253021 0.0
25.273023 0.0
