Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
206.89,-0.00,0.00,-2.01,-1.81,-1.10,-0.06,0.08,-0.11,-0.42,2.92
206.89,-0.00,0.00,-1.84,-1.55,-1.20,-0.08,0.08,-0.04,-0.17,2.69
206.89,-0.00,0.00,-1.89,-1.46,-1.38,-0.09,0.10,-0.02,-0.08,2.76
206.89,-0.00,0.00,-1.99,-1.46,-1.56,-0.10,0.11,-0.04,-0.17,2.92
206.89,-0.00,0.00,-2.20,-1.62,-1.84,-0.13,0.13,-0.09,-0.33,3.30
206.89,-0.00,0.00,-2.41,-1.78,-2.21,-0.15,0.17,-0.13,-0.50,3.73
206.89,-0.00,0.00,-2.48,-2.05,-2.48,-0.18,0.19,-0.17,-0.67,4.06
206.89,-0.00,0.00,-2.39,-2.23,-2.48,-0.18,0.19,-0.15,-0.59,4.10
206.89,-0.00,0.00,-2.30,-2.41,-2.30,-0.17,0.17,-0.13,-0.50,4.04
206.89,-0.00,0.00,-2.14,-2.33,-1.84,-0.16,0.12,-0.06,-0.25,3.66
206.89,-0.00,0.00,-2.09,-2.42,-1.47,-0.14,0.08,-0.02,-0.08,3.52
206.89,-0.00,0.00,-2.14,-2.33,-1.20,-0.08,0.08,0.00,0.00,3.38
206.89,-0.00,0.00,-2.34,-2.32,-1.10,-0.06,0.08,-0.04,-0.17,3.47
206.89,-0.00,0.00,-2.50,-2.40,-1.29,-0.00,0.13,-0.11,-0.42,3.69
206.89,-0.00,0.00,-2.76,-2.47,-1.38,0.04,0.16,-0.19,-0.75,3.95
206.89,-0.00,0.00,-2.81,-2.56,-1.38,0.07,0.18,-0.30,-1.17,4.04
206.89,-0.00,0.00,-2.87,-2.64,-1.38,0.07,0.18,-0.34,-1.34,4.14
206.89,-0.00,0.00,-2.72,-2.74,-1.10,0.04,0.13,-0.34,-1.34,4.01
206.89,-0.00,0.00,-2.62,-2.74,-0.92,0.02,0.09,-0.32,-1.25,3.90
206.89,-0.00,0.00,-2.40,-2.40,-0.64,-0.02,0.04,-0.28,-1.09,3.45
206.89,-0.00,0.00,-2.23,-2.15,-0.55,-0.03,-0.02,-0.22,-0.84,3.15
206.89,-0.00,0.00,-2.11,-1.80,-0.64,-0.05,-0.02,-0.19,-0.75,2.85
206.89,-0.00,0.00,-2.25,-1.53,-0.74,-0.04,0.00,-0.19,-0.75,2.82
206.89,-0.00,0.00,-2.40,-1.43,-0.92,-0.02,0.07,-0.19,-0.75,2.94
206.89,-0.00,0.00,-2.60,-1.42,-1.10,0.01,0.11,-0.17,-0.67,3.16
206.89,-0.00,0.00,-2.65,-1.51,-1.10,0.04,0.13,-0.22,-0.84,3.25
206.89,-0.00,0.00,-2.66,-1.68,-0.92,0.05,0.11,-0.22,-0.84,3.28
206.89,-0.00,0.00,-2.36,-1.70,-0.83,0.04,0.09,-0.22,-0.84,3.02
206.89,-0.00,0.00,-2.16,-1.71,-0.64,-0.02,0.04,-0.24,-0.92,2.83
206.89,-0.00,0.00,-1.91,-1.81,-0.55,-0.03,0.02,-0.22,-0.84,2.69
206.89,-0.00,0.00,-1.82,-1.99,-0.55,-0.06,0.00,-0.19,-0.75,2.75
206.89,-0.00,0.00,-1.87,-2.08,-0.55,-0.03,0.02,-0.11,-0.42,2.85
206.89,-0.00,0.00,-1.83,-2.17,-0.64,-0.02,0.04,0.00,0.00,2.91
206.89,-0.00,0.00,-1.68,-2.26,-0.74,-0.01,0.06,0.06,0.25,2.91
206.89,-0.00,0.00,-1.68,-2.26,-0.74,-0.01,0.06,0.13,0.50,2.91
206.89,-0.00,0.00,-1.78,-2.26,-0.83,-0.03,0.06,0.11,0.42,2.99
206.89,-0.00,0.00,-1.89,-2.43,-0.74,-0.04,0.04,0.02,0.08,3.17
206.89,0.00,0.00,-2.15,-2.50,-0.64,-0.05,0.02,-0.06,-0.25,3.36
206.89,0.00,0.00,-2.46,-2.66,-0.55,-0.03,0.02,-0.13,-0.50,3.67
206.89,0.00,0.00,-2.62,-2.74,-0.55,0.00,0.04,-0.19,-0.75,3.83
206.89,0.00,0.00,-2.67,-2.83,-0.55,0.03,0.05,-0.17,-0.67,3.93
206.89,0.00,0.00,-2.47,-2.84,-0.64,0.01,0.05,-0.13,-0.50,3.82
206.89,0.00,0.00,-2.17,-2.85,-0.64,-0.02,0.04,-0.13,-0.50,3.64
206.98,0.00,0.00,-1.76,-2.88,-0.74,-0.04,0.04,-0.17,-0.67,3.45
206.98,0.00,0.00,-1.44,-2.90,-1.01,-0.04,0.07,-0.17,-0.67,3.39
206.98,0.00,0.00,-1.44,-2.90,-1.20,-0.02,0.11,-0.17,-0.67,3.45
206.98,0.00,0.00,-1.49,-2.80,-1.47,0.02,0.16,-0.15,-0.59,3.50
206.98,0.00,0.00,-1.83,-2.52,-1.75,0.02,0.20,-0.06,-0.25,3.57
206.98,0.00,0.00,-2.11,-2.16,-1.84,0.00,0.20,0.00,0.00,3.53
206.98,0.00,0.00,-2.65,-1.69,-1.75,-0.04,0.17,0.04,0.17,3.59
206.98,0.00,0.00,-2.99,-1.41,-1.56,-0.13,0.10,0.06,0.25,3.65
206.98,0.00,0.00,-3.18,-1.22,-1.47,-0.21,0.05,0.02,0.08,3.71
206.98,0.00,0.00,-3.14,-1.31,-1.47,-0.24,0.03,-0.06,-0.25,3.70
