Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
161.02,0.00,0.00,-5.29,-3.94,0.37,0.10,-0.11,0.37,1.42,6.60
161.02,0.00,0.00,-5.42,-4.06,0.55,0.09,-0.13,0.37,1.42,6.79
161.02,0.00,0.00,-5.59,-4.27,0.74,0.05,-0.14,0.28,1.09,7.07
161.02,0.00,0.00,-5.69,-4.55,0.83,-0.01,-0.13,0.15,0.59,7.33
161.02,0.00,0.00,-5.62,-4.63,0.83,-0.04,-0.12,0.11,0.42,7.33
161.02,0.00,0.00,-5.35,-4.67,0.74,-0.09,-0.09,0.09,0.33,7.14
161.02,0.00,0.00,-4.95,-4.59,0.64,-0.10,-0.08,0.13,0.50,6.79
161.02,0.00,0.00,-4.72,-4.46,0.46,-0.13,-0.04,0.24,0.92,6.51
161.02,0.00,0.00,-4.66,-4.26,0.37,-0.11,-0.04,0.28,1.09,6.32
161.02,0.00,0.00,-4.69,-4.09,0.18,-0.10,-0.02,0.34,1.34,6.23
161.02,0.00,0.00,-5.09,-3.90,0.00,-0.10,-0.00,0.32,1.25,6.41
161.02,0.00,0.00,-5.49,-3.98,0.00,-0.06,-0.01,0.28,1.09,6.78
161.02,0.00,0.00,-5.92,-4.15,0.00,-0.06,-0.01,0.22,0.84,7.23
161.02,0.00,0.00,-6.05,-4.54,0.18,-0.03,-0.04,0.19,0.75,7.56
161.02,0.00,0.00,-6.12,-5.00,0.28,-0.02,-0.06,0.19,0.75,7.90
161.02,0.00,0.00,-5.92,-5.23,0.37,-0.01,-0.08,0.26,1.00,7.90
161.02,0.00,0.00,-5.75,-5.28,0.46,0.01,-0.09,0.32,1.25,7.82
161.02,0.00,0.00,-5.48,-5.32,0.28,0.05,-0.08,0.37,1.42,7.65
161.02,0.00,0.00,-5.39,-5.03,0.18,0.03,-0.07,0.37,1.42,7.37
161.02,0.00,0.00,-5.42,-4.59,0.09,0.02,-0.05,0.32,1.25,7.10
161.02,0.00,0.00,-5.59,-4.27,0.09,-0.01,-0.04,0.28,1.09,7.03
161.02,0.00,0.00,-5.89,-4.06,0.28,-0.09,-0.04,0.24,0.92,7.15
161.02,0.00,0.00,-6.22,-3.94,0.37,-0.11,-0.04,0.24,0.92,7.37
161.02,0.00,0.00,-6.45,-4.08,0.37,-0.11,-0.04,0.26,1.00,7.64
161.02,0.00,0.00,-6.45,-4.35,0.28,-0.09,-0.04,0.30,1.17,7.78
161.02,0.00,0.00,-6.18,-4.65,0.09,-0.01,-0.04,0.32,1.25,7.74
161.02,0.00,0.00,-5.82,-4.94,0.00,0.04,-0.05,0.39,1.50,7.63
161.02,0.00,0.00,-5.39,-5.03,0.09,0.06,-0.06,0.43,1.67,7.37
161.02,0.00,0.00,-5.12,-4.80,0.37,0.06,-0.10,0.43,1.67,7.03
161.02,0.00,0.00,-4.89,-4.40,0.64,0.07,-0.13,0.43,1.67,6.61
161.02,0.00,0.00,-5.09,-3.90,1.01,0.06,-0.17,0.39,1.50,6.49
161.02,0.00,0.00,-5.29,-3.40,1.20,0.05,-0.19,0.34,1.34,6.40
161.02,0.00,0.00,-5.52,-3.27,1.20,0.05,-0.19,0.26,1.00,6.53
161.02,0.00,0.00,-5.85,-3.42,1.20,0.05,-0.19,0.24,0.92,6.89
161.02,0.00,0.00,-6.19,-3.85,1.20,0.08,-0.21,0.19,0.75,7.38
161.02,0.00,0.00,-6.58,-4.19,1.10,0.10,-0.20,0.19,0.75,7.88
161.02,0.00,0.00,-6.75,-4.67,1.10,0.10,-0.20,0.22,0.84,8.28
161.02,0.00,0.00,-6.78,-4.77,1.01,0.12,-0.20,0.26,1.00,8.35
161.02,0.00,0.00,-6.78,-4.77,1.01,0.12,-0.20,0.26,1.00,8.35
161.02,0.00,0.00,-6.72,-4.58,1.01,0.09,-0.19,0.30,1.17,8.19
161.02,0.00,0.00,-6.55,-4.36,0.92,0.08,-0.17,0.32,1.25,7.92
161.02,0.00,0.00,-6.48,-4.17,0.74,0.05,-0.14,0.30,1.17,7.75
161.02,0.00,0.00,-6.58,-3.92,0.55,0.02,-0.11,0.34,1.34,7.68
161.02,0.00,0.00,-6.58,-3.92,0.18,0.03,-0.07,0.34,1.34,7.67
161.02,0.00,0.00,-6.45,-3.81,-0.09,0.06,-0.04,0.34,1.34,7.49
161.02,0.00,0.00,-6.22,-3.94,-0.37,0.06,-0.01,0.37,1.42,7.37
161.02,0.00,0.00,-5.82,-4.13,-0.37,0.06,-0.01,0.32,1.25,7.15
161.02,0.00,0.00,-5.59,-4.27,-0.28,0.07,-0.02,0.28,1.09,7.03
161.02,0.00,0.00,-5.55,-4.44,0.00,0.08,-0.06,0.22,0.84,7.11
161.02,0.00,0.00,-5.69,-4.55,0.18,0.07,-0.08,0.15,0.59,7.29
161.02,0.00,0.00,-5.95,-4.52,0.46,0.08,-0.11,0.11,0.42,7.49
161.02,0.00,0.00,-6.22,-4.48,0.46,0.08,-0.11,0.13,0.50,7.68
161.02,0.00,0.00,-6.32,-4.50,0.37,0.10,-0.11,0.15,0.59,7.76
161.02,0.00,0.00,-6.22,-4.48,0.18,0.10,-0.09,0.26,1.00,7.66
161.02,0.00,0.00,-5.98,-4.61,0.00,0.11,-0.07,0.34,1.34,7.56
161.02,0.00,0.00,-5.82,-4.67,-0.09,0.10,-0.06,0.41,1.59,7.46
161.02,0.00,0.00,-5.65,-4.73,-0.18,0.08,-0.04,0.41,1.59,7.37
161.02,0.00,0.00,-5.68,-4.82,-0.09,0.06,-0.04,0.39,1.50,7.46
161.02,0.00,0.00,-5.88,-4.86,0.00,0.04,-0.05,0.37,1.42,7.63
161.02,0.00,0.00,-5.92,-4.96,0.09,0.02,-0.05,0.34,1.34,7.72
161.02,0.00,0.00,-5.95,-4.79,0.00,0.01,-0.04,0.34,1.34,7.64
161.02,0.00,0.00,-5.92,-4.69,0.00,0.01,-0.04,0.37,1.42,7.55
161.02,0.00,0.00,-5.79,-4.57,0.00,0.04,-0.05,0.37,1.42,7.37
161.02,0.00,0.00,-5.62,-4.36,-0.09,0.06,-0.04,0.39,1.50,7.11
161.02,0.00,0.00,-5.52,-4.07,0.09,0.09,-0.08,0.39,1.50,6.86
161.02,0.00,0.00,-5.59,-4.00,0.28,0.08,-0.10,0.37,1.42,6.88
161.02,0.00,0.00,-5.89,-4.06,0.55,0.06,-0.12,0.37,1.42,7.17
161.02,0.00,0.00,-6.18,-4.11,0.74,0.01,-0.13,0.37,1.42,7.46
161.02,0.00,0.00,-6.42,-4.25,0.74,-0.02,-0.12,0.39,1.50,7.73
161.02,0.00,0.00,-6.55,-4.36,0.55,-0.05,-0.08,0.39,1.50,7.89
161.02,0.00,0.00,-6.58,-4.46,0.28,-0.05,-0.05,0.37,1.42,7.96
161.02,0.00,0.00,-6.38,-4.42,0.00,-0.06,-0.01,0.32,1.25,7.77
161.02,0.00,0.00,-6.12,-4.46,-0.37,-0.01,0.02,0.24,0.92,7.58
161.02,0.00,0.00,-5.82,-4.40,-0.55,0.03,0.02,0.17,0.67,7.32
161.02,0.00,0.00,-5.49,-4.52,-0.64,0.08,0.02,0.11,0.42,7.13
161.02,0.00,0.00,-5.29,-4.48,-0.37,0.12,-0.03,0.06,0.25,6.94
161.02,0.00,0.00,-5.35,-4.40,-0.09,0.13,-0.07,0.04,0.17,6.93
161.02,0.00,0.00,-5.45,-4.42,0.28,0.12,-0.11,0.06,0.25,7.02
161.02,0.00,0.00,-5.72,-4.38,0.37,0.10,-0.11,0.09,0.33,7.21
161.02,0.00,0.00,-6.05,-4.27,0.55,0.06,-0.12,0.15,0.59,7.43
161.02,0.00,0.00,-6.15,-4.29,0.46,0.04,-0.10,0.24,0.92,7.51
161.02,0.00,0.00,-6.22,-4.21,0.28,0.05,-0.08,0.28,1.09,7.51
161.02,0.00,0.00,-6.15,-4.29,0.28,0.05,-0.08,0.30,1.17,7.50
161.02,0.00,0.00,-6.05,-4.27,0.37,0.06,-0.10,0.28,1.09,7.41
161.02,0.00,0.00,-5.99,-4.34,0.64,0.03,-0.12,0.24,0.92,7.42
161.02,0.00,0.00,-6.02,-4.44,1.01,-0.01,-0.15,0.15,0.59,7.55
161.02,0.00,0.00,-5.95,-4.52,1.29,-0.08,-0.16,0.11,0.42,7.58
161.02,0.00,0.00,-5.85,-4.50,1.38,-0.13,-0.16,0.09,0.33,7.51
161.02,0.00,0.00,-5.69,-4.55,1.20,-0.16,-0.12,0.09,0.33,7.38
161.02,0.00,0.00,-5.72,-4.65,0.83,-0.14,-0.08,0.13,0.50,7.42
161.02,0.00,0.00,-5.72,-4.65,0.37,-0.11,-0.04,0.13,0.50,7.38
161.02,0.00,0.00,-6.02,-4.71,-0.09,-0.07,-0.03,0.13,0.50,7.64
161.02,0.00,0.00,-6.18,-4.65,-0.28,0.01,-0.04,0.13,0.50,7.74
161.02,0.00,0.00,-6.35,-4.59,-0.37,0.06,-0.04,0.13,0.50,7.85
161.02,0.00,0.00,-6.25,-4.57,-0.18,0.08,-0.04,0.17,0.67,7.75
161.02,0.00,0.00,-5.95,-4.52,0.00,0.08,-0.06,0.24,0.92,7.47
161.02,0.00,0.00,-5.49,-4.25,0.18,0.03,-0.07,0.32,1.25,6.94
161.02,0.00,0.00,-5.09,-4.17,0.18,0.00,-0.06,0.37,1.42,6.58
161.02,0.00,0.00,-4.86,-4.03,0.18,-0.03,-0.04,0.34,1.34,6.32
161.02,0.00,0.00,-4.86,-4.03,0.09,-0.05,-0.03,0.28,1.09,6.31
161.02,0.00,0.00,-5.06,-4.07,0.09,-0.05,-0.03,0.19,0.75,6.49
161.02,0.00,0.00,-5.49,-4.25,0.09,-0.01,-0.04,0.13,0.50,6.94
161.02,0.01,0.00,-5.72,-4.38,0.00,0.04,-0.05,0.15,0.59,7.20
160.93,0.01,0.00,-5.89,-4.32,-0.09,0.10,-0.06,0.22,0.84,7.30
160.93,0.01,0.00,-5.97,-4.24,-0.37,0.16,-0.04,0.32,1.25,7.33
160.93,0.01,0.00,-5.87,-4.22,-0.74,0.18,-0.04,0.43,1.67,7.27
160.93,0.01,0.00,-5.77,-4.20,-0.74,0.14,-0.03,0.47,1.84,7.18
160.93,0.01,0.00,-5.51,-4.24,-0.64,0.09,-0.02,0.45,1.76,6.98
160.93,0.01,0.00,-5.44,-4.58,-0.28,-0.03,-0.02,0.39,1.50,7.12
160.93,0.01,0.00,-5.44,-4.85,0.18,-0.13,-0.04,0.30,1.17,7.29
160.93,0.01,0.00,-5.41,-5.03,0.74,-0.19,-0.06,0.24,0.92,7.42
160.93,0.01,0.00,-5.31,-5.01,1.10,-0.24,-0.08,0.28,1.09,7.38
160.93,0.01,0.00,-5.27,-4.91,1.29,-0.21,-0.12,0.37,1.42,7.32
160.93,0.01,0.00,-5.08,-4.60,1.10,-0.17,-0.11,0.47,1.84,6.94
160.93,0.01,0.00,-5.04,-4.51,0.83,-0.11,-0.10,0.56,2.17,6.81
160.93,0.01,0.00,-5.14,-4.26,0.55,-0.05,-0.08,0.60,2.34,6.70
160.93,0.01,0.00,-5.37,-4.12,0.18,-0.03,-0.04,0.58,2.26,6.78
160.84,0.01,0.00,-5.57,-4.16,0.00,-0.03,-0.02,0.49,1.92,6.96
160.84,0.01,0.00,-5.73,-4.27,0.00,-0.03,-0.02,0.43,1.67,7.14
160.84,0.01,0.00,-5.73,-4.27,0.09,-0.05,-0.03,0.37,1.42,7.14
160.84,0.01,0.00,-5.73,-4.27,0.28,-0.06,-0.05,0.30,1.17,7.15
160.84,0.01,0.00,-5.63,-4.25,0.55,-0.08,-0.07,0.28,1.09,7.07
160.84,0.01,0.00,-5.53,-4.23,0.83,-0.08,-0.11,0.26,1.00,7.01
160.84,0.01,0.00,-5.66,-4.08,0.92,-0.06,-0.12,0.28,1.09,7.04
160.84,0.01,0.00,-5.83,-4.02,0.92,-0.06,-0.12,0.34,1.34,7.14
160.84,0.01,0.00,-6.06,-3.88,0.83,-0.04,-0.12,0.39,1.50,7.24
160.75,0.01,0.00,-6.22,-3.83,0.64,-0.03,-0.10,0.39,1.50,7.34
160.75,0.01,0.00,-6.24,-3.82,0.37,-0.08,-0.05,0.39,1.50,7.33
160.75,0.01,0.00,-5.98,-3.86,0.18,-0.10,-0.02,0.37,1.42,7.12
160.75,0.01,0.00,-5.71,-3.90,0.00,-0.13,0.01,0.28,1.09,6.91
160.75,0.01,0.00,-5.38,-4.01,-0.09,-0.14,0.03,0.22,0.84,6.71
160.75,0.01,0.00,-5.22,-4.07,-0.09,-0.14,0.03,0.22,0.84,6.62
160.75,0.01,0.00,-5.25,-4.16,-0.09,-0.14,0.03,0.19,0.75,6.70
160.75,0.01,0.00,-5.35,-4.18,0.00,-0.16,0.02,0.22,0.84,6.79
160.75,0.01,0.00,-5.68,-4.07,0.28,-0.19,0.00,0.28,1.09,6.99
160.75,0.01,0.00,-5.98,-3.86,0.46,-0.23,-0.01,0.30,1.17,7.13
160.66,0.01,0.00,-6.24,-3.55,0.55,-0.25,-0.01,0.28,1.09,7.20
160.66,0.01,0.00,-6.26,-3.27,0.74,-0.26,-0.03,0.24,0.92,7.10
160.66,0.01,0.00,-6.23,-3.17,0.83,-0.21,-0.06,0.19,0.75,7.04
160.66,0.01,0.00,-6.20,-3.35,0.74,-0.16,-0.07,0.19,0.75,7.08
160.66,0.01,0.00,-6.13,-3.69,0.55,-0.08,-0.07,0.19,0.75,7.18
160.66,0.00,0.00,-6.03,-4.21,0.28,-0.02,-0.06,0.19,0.75,7.36
160.66,0.00,0.00,-6.14,-4.77,0.00,0.01,-0.04,0.24,0.92,7.77
160.66,0.00,0.00,-6.00,-4.92,-0.28,0.03,-0.01,0.28,1.09,7.77
160.66,0.00,0.00,-5.80,-4.88,-0.37,0.02,0.00,0.30,1.17,7.59
160.66,0.00,0.00,-5.67,-4.50,-0.28,-0.00,-0.00,0.26,1.00,7.24
160.66,0.00,0.00,-5.60,-4.04,0.00,-0.03,-0.02,0.26,1.00,6.91
160.66,0.00,0.00,-5.57,-3.68,0.28,-0.09,-0.04,0.24,0.92,6.68
160.66,0.00,0.00,-5.70,-3.52,0.46,-0.13,-0.04,0.26,1.00,6.71
160.66,0.00,0.00,-5.93,-3.66,0.55,-0.15,-0.05,0.28,1.09,6.99
160.66,0.00,0.00,-5.90,-4.10,0.55,-0.15,-0.05,0.32,1.25,7.20
160.66,0.00,0.00,-5.77,-4.52,0.37,-0.10,-0.07,0.41,1.59,7.34
160.66,0.00,0.00,-5.60,-4.85,0.46,-0.02,-0.12,0.45,1.76,7.42
160.66,0.00,0.00,-5.44,-4.90,0.55,0.10,-0.17,0.45,1.76,7.34
160.66,0.00,0.00,-5.20,-4.77,0.64,0.18,-0.21,0.43,1.67,7.09
160.66,0.00,0.00,-5.27,-4.43,0.74,0.19,-0.22,0.37,1.42,6.92
160.66,0.00,0.00,-5.30,-4.25,0.74,0.18,-0.19,0.30,1.17,6.84
160.66,0.00,0.00,-5.40,-4.27,0.55,0.09,-0.13,0.26,1.00,6.91
160.66,0.00,0.00,-5.37,-4.44,0.18,0.03,-0.07,0.19,0.75,6.97
160.66,0.00,0.00,-5.14,-4.58,-0.09,-0.01,-0.02,0.15,0.59,6.88
160.66,-0.00,0.00,-4.91,-4.71,-0.28,-0.03,0.01,0.17,0.67,6.81
160.66,-0.00,0.00,-4.87,-4.62,-0.28,-0.03,0.01,0.19,0.75,6.72
160.66,-0.00,0.00,-5.07,-4.39,-0.28,-0.00,-0.00,0.19,0.75,6.71
160.66,-0.00,0.00,-5.47,-3.93,-0.09,0.03,-0.03,0.19,0.75,6.73
160.66,-0.00,0.00,-6.03,-3.67,0.00,0.04,-0.05,0.17,0.67,7.06
160.66,-0.00,0.00,-6.40,-3.65,-0.09,0.03,-0.07,0.15,0.59,7.37
160.66,-0.00,0.00,-6.46,-3.85,-0.09,0.03,-0.07,0.17,0.67,7.52
160.66,-0.00,0.00,-6.27,-4.08,-0.09,0.03,-0.07,0.17,0.67,7.48
160.66,-0.00,0.00,-5.93,-4.46,0.09,0.02,-0.05,0.22,0.84,7.42
160.66,-0.00,0.00,-5.50,-4.56,0.28,-0.02,-0.06,0.26,1.00,7.15
160.66,-0.00,0.00,-5.24,-4.60,0.46,-0.03,-0.08,0.30,1.17,6.98
160.66,-0.00,0.00,-5.27,-4.43,0.55,-0.05,-0.08,0.30,1.17,6.90
160.66,-0.00,0.00,-5.40,-4.27,0.64,-0.03,-0.10,0.32,1.25,6.92
160.66,-0.00,0.00,-5.80,-4.08,0.64,-0.00,-0.11,0.30,1.17,7.12
160.66,-0.00,0.00,-6.07,-4.04,0.55,0.05,-0.12,0.26,1.00,7.31
160.66,-0.00,0.00,-6.23,-3.98,0.46,0.11,-0.13,0.26,1.00,7.41
160.66,-0.00,0.00,-6.36,-4.09,0.37,0.13,-0.12,0.26,1.00,7.58
160.66,-0.00,0.00,-6.23,-4.25,0.37,0.13,-0.12,0.24,0.92,7.55
160.66,-0.00,0.00,-6.13,-4.50,0.37,0.06,-0.10,0.26,1.00,7.62
160.66,-0.00,0.00,-5.90,-4.63,0.18,-0.00,-0.06,0.28,1.09,7.51
160.75,-0.00,0.00,-5.77,-4.79,0.09,-0.05,-0.03,0.26,1.00,7.50
160.75,-0.00,0.00,-5.75,-4.80,-0.09,-0.04,-0.01,0.26,1.00,7.49
160.75,-0.00,0.00,-5.62,-4.68,-0.28,0.03,-0.01,0.26,1.00,7.32
160.75,-0.00,0.00,-5.61,-4.41,-0.64,0.09,-0.02,0.28,1.09,7.17
160.75,-0.00,0.00,-5.45,-4.20,-0.83,0.16,-0.02,0.30,1.17,6.93
160.75,-0.00,0.00,-5.25,-3.90,-1.01,0.17,-0.00,0.34,1.34,6.61
160.75,-0.00,0.00,-5.08,-3.69,-0.92,0.12,0.00,0.37,1.42,6.34
160.75,-0.00,0.00,-5.08,-3.69,-0.83,0.03,0.02,0.37,1.42,6.33
160.75,-0.00,0.00,-5.21,-3.80,-0.37,-0.08,0.04,0.37,1.42,6.46
160.75,-0.00,0.00,-5.41,-4.11,-0.09,-0.14,0.03,0.39,1.50,6.80
160.75,-0.00,0.00,-5.75,-4.53,0.00,-0.16,0.02,0.41,1.59,7.32
160.75,-0.00,0.00,-6.15,-4.87,0.09,-0.15,0.01,0.41,1.59,7.84
160.75,-0.00,0.00,-6.25,-5.16,-0.09,-0.11,0.02,0.41,1.59,8.10
160.75,-0.00,0.00,-6.22,-5.33,-0.18,-0.12,0.03,0.34,1.34,8.19
160.75,-0.00,0.00,-5.82,-5.26,-0.28,-0.14,0.05,0.32,1.25,7.84
160.75,-0.00,0.00,-5.48,-5.10,-0.18,-0.19,0.06,0.28,1.09,7.49
160.75,-0.00,0.00,-5.18,-5.05,-0.28,-0.24,0.08,0.28,1.09,7.24
160.75,-0.00,0.00,-5.08,-5.03,-0.28,-0.31,0.11,0.32,1.25,7.16
160.75,-0.00,0.00,-5.22,-5.14,-0.28,-0.38,0.13,0.39,1.50,7.33
160.75,-0.00,0.00,-5.48,-5.37,-0.46,-0.44,0.18,0.45,1.76,7.69
160.75,-0.00,0.00,-5.88,-5.72,-0.46,-0.51,0.20,0.52,2.01,8.22
160.75,-0.00,0.00,-6.05,-5.93,-0.55,-0.59,0.24,0.56,2.17,8.49
160.75,-0.00,0.00,-6.12,-6.12,-0.74,-0.65,0.28,0.58,2.26,8.68
160.75,-0.00,0.00,-6.08,-6.02,-0.92,-0.71,0.33,0.60,2.34,8.61
160.75,0.00,0.00,-5.82,-5.79,-1.20,-0.76,0.37,0.60,2.34,8.30
160.75,0.00,0.00,-5.55,-5.56,-1.29,-0.77,0.39,0.60,2.34,7.96
160.75,0.00,0.00,-5.35,-5.26,-1.47,-0.76,0.41,0.52,2.01,7.65
160.75,0.00,0.00,-5.25,-5.24,-1.38,-0.75,0.39,0.43,1.67,7.55
160.75,0.00,0.00,-5.28,-5.33,-1.38,-0.75,0.39,0.34,1.34,7.64
160.75,0.00,0.00,-5.32,-5.70,-1.29,-0.73,0.38,0.30,1.17,7.90
160.75,0.00,0.00,-5.42,-5.99,-1.29,-0.73,0.38,0.30,1.17,8.18
160.75,0.00,0.00,-5.52,-6.27,-1.20,-0.72,0.36,0.37,1.42,8.44
160.75,-0.00,0.00,-5.62,-6.56,-1.29,-0.70,0.37,0.43,1.67,8.73
160.75,-0.00,0.00,-5.79,-6.77,-1.38,-0.68,0.37,0.47,1.84,9.01
160.75,-0.00,0.00,-5.79,-6.77,-1.38,-0.68,0.37,0.47,1.84,9.01
160.75,-0.00,0.00,-5.72,-6.85,-1.29,-0.67,0.35,0.43,1.67,9.02
160.75,-0.00,0.00,-5.65,-6.93,-1.20,-0.72,0.36,0.32,1.25,9.02
