Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
173.50,0.00,0.00,9.97,-3.63,-0.55,-0.30,0.07,0.00,0.00,10.63
173.50,0.00,0.00,10.47,-3.89,-0.64,-0.28,0.07,-0.04,-0.17,11.19
173.50,0.00,0.00,10.96,-4.25,-0.64,-0.28,0.07,-0.11,-0.42,11.78
173.50,0.00,0.00,11.28,-4.60,-0.74,-0.30,0.09,-0.17,-0.67,12.20
173.50,0.00,0.00,11.35,-4.76,-0.64,-0.36,0.08,-0.17,-0.67,12.32
173.50,0.00,0.00,11.19,-4.64,-0.64,-0.39,0.09,-0.15,-0.59,12.13
173.50,0.00,0.00,10.93,-4.56,-0.46,-0.43,0.07,-0.11,-0.42,11.85
173.50,0.00,0.00,10.59,-4.42,-0.18,-0.45,0.04,-0.09,-0.33,11.48
173.50,0.00,0.00,10.51,-4.35,0.09,-0.44,0.01,-0.04,-0.17,11.38
173.50,0.00,0.00,10.59,-4.42,0.28,-0.44,-0.01,-0.09,-0.33,11.48
173.50,0.00,0.00,10.92,-4.66,0.37,-0.42,-0.03,-0.13,-0.50,11.87
173.50,0.00,0.00,11.33,-4.96,0.18,-0.42,-0.00,-0.15,-0.59,12.36
173.50,0.00,0.00,11.83,-5.22,-0.09,-0.44,0.03,-0.19,-0.75,12.93
173.50,0.00,0.00,12.35,-5.28,-0.55,-0.48,0.09,-0.19,-0.75,13.44
173.50,0.00,0.00,12.53,-5.30,-0.92,-0.55,0.14,-0.19,-0.75,13.63
173.50,0.00,0.00,12.54,-5.20,-1.10,-0.62,0.17,-0.17,-0.67,13.62
173.50,0.00,0.00,12.47,-5.04,-1.01,-0.68,0.16,-0.17,-0.67,13.48
173.50,0.00,0.00,12.21,-4.96,-0.74,-0.70,0.13,-0.19,-0.75,13.20
173.50,0.00,0.00,12.05,-4.84,-0.46,-0.68,0.10,-0.17,-0.67,12.99
173.50,0.00,0.00,11.86,-4.92,-0.28,-0.65,0.07,-0.13,-0.50,12.84
173.50,0.00,0.00,11.77,-4.96,-0.37,-0.62,0.05,-0.04,-0.17,12.77
173.50,0.00,0.00,11.66,-5.10,-0.37,-0.58,0.05,0.02,0.08,12.73
173.50,0.00,0.00,11.74,-5.16,-0.46,-0.60,0.06,0.11,0.42,12.84
173.50,0.00,0.00,11.74,-5.16,-0.55,-0.65,0.07,0.17,0.67,12.84
173.50,0.00,0.00,11.92,-5.18,-0.64,-0.70,0.09,0.17,0.67,13.01
173.50,0.00,0.00,12.02,-5.04,-0.64,-0.75,0.13,0.17,0.67,13.05
173.50,0.00,0.00,12.21,-4.96,-0.64,-0.75,0.13,0.19,0.75,13.19
173.50,0.00,0.00,12.48,-4.94,-0.64,-0.75,0.13,0.17,0.67,13.43
173.50,0.00,0.00,12.72,-5.12,-0.64,-0.72,0.12,0.17,0.67,13.73
173.50,0.00,0.00,12.78,-5.38,-0.64,-0.72,0.12,0.15,0.59,13.88
173.50,0.00,0.00,12.84,-5.64,-0.55,-0.74,0.12,0.13,0.50,14.04
173.50,0.00,0.00,12.91,-5.80,-0.37,-0.78,0.10,0.13,0.50,14.16
173.50,0.00,0.00,12.83,-5.74,-0.37,-0.81,0.10,0.17,0.67,14.06
173.50,0.00,0.00,12.92,-5.70,-0.37,-0.81,0.10,0.22,0.84,14.13
173.50,0.00,0.00,12.93,-5.60,-0.37,-0.78,0.10,0.24,0.92,14.10
173.50,0.00,0.00,12.96,-5.40,-0.55,-0.74,0.12,0.28,1.09,14.05
173.50,0.00,0.00,13.06,-5.26,-0.74,-0.70,0.13,0.28,1.09,14.10
