Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
270.26,0.00,0.00,2.81,5.23,-0.09,0.02,0.22,0.09,0.33,5.94
270.26,0.00,0.00,2.66,5.14,-0.09,0.02,0.18,0.15,0.59,5.79
270.26,0.00,0.00,2.66,5.14,-0.18,0.01,0.16,0.15,0.59,5.79
270.26,0.00,0.00,2.61,5.06,-0.28,-0.00,0.15,0.19,0.75,5.70
270.26,0.00,0.00,2.56,4.97,-0.28,-0.00,0.18,0.17,0.67,5.59
270.26,0.00,0.00,2.25,4.79,-0.28,-0.00,0.22,0.24,0.92,5.30
270.26,0.00,0.00,1.90,4.70,-0.09,0.02,0.25,0.28,1.09,5.07
270.26,0.00,0.00,1.44,4.44,0.00,0.03,0.27,0.34,1.34,4.66
270.26,0.00,0.00,1.19,4.17,0.18,0.05,0.24,0.43,1.67,4.34
270.26,0.00,0.00,1.19,4.00,0.28,0.06,0.18,0.43,1.67,4.18
270.26,0.00,0.00,1.49,4.00,0.37,0.07,0.13,0.43,1.67,4.28
270.26,0.00,0.00,1.95,4.09,0.37,0.07,0.13,0.30,1.17,4.54
270.26,0.00,0.00,2.36,4.09,0.28,0.06,0.15,0.15,0.59,4.73
270.26,0.00,0.00,2.76,4.27,0.28,0.06,0.22,0.00,0.00,5.09
270.26,0.00,0.00,3.02,4.36,0.18,0.05,0.27,-0.09,-0.33,5.30
270.26,0.00,0.00,3.22,4.53,0.18,0.05,0.31,-0.13,-0.50,5.56
270.26,0.00,0.00,3.27,4.62,0.09,0.04,0.29,-0.11,-0.42,5.66
270.26,0.00,0.00,3.17,4.97,0.09,0.04,0.25,-0.02,-0.08,5.89
270.26,0.00,0.00,2.96,5.32,0.00,0.03,0.20,0.09,0.33,6.09
270.26,0.00,0.00,2.65,5.67,0.00,0.03,0.16,0.15,0.59,6.26
270.26,0.00,0.00,2.30,5.93,0.00,0.03,0.16,0.19,0.75,6.36
270.26,0.00,0.00,2.04,6.02,0.09,0.04,0.18,0.22,0.84,6.36
270.26,0.00,0.00,1.89,5.93,0.09,0.04,0.22,0.22,0.84,6.23
270.26,0.00,0.00,1.84,5.49,0.18,0.05,0.24,0.19,0.75,5.80
270.26,0.00,0.00,2.00,5.23,0.18,0.05,0.24,0.13,0.50,5.60
270.26,0.00,0.00,2.25,4.97,0.28,0.06,0.22,0.04,0.17,5.46
270.26,0.00,0.00,2.51,4.88,0.18,0.05,0.20,-0.04,-0.17,5.49
270.26,0.00,0.00,2.66,4.97,0.09,0.04,0.15,-0.11,-0.42,5.64
270.26,0.00,0.00,2.81,5.06,-0.18,0.04,0.11,-0.11,-0.42,5.79
270.26,0.00,0.00,2.71,5.06,-0.55,-0.00,0.07,-0.09,-0.33,5.76
270.26,0.00,0.00,2.66,4.97,-0.83,-0.03,0.05,-0.04,-0.17,5.70
270.26,0.00,0.00,2.61,4.88,-1.01,-0.08,0.07,0.00,0.00,5.63
270.26,0.00,0.00,2.56,4.79,-1.01,-0.08,0.11,0.04,0.17,5.53
270.26,0.00,0.00,2.51,4.70,-0.83,-0.06,0.18,0.02,0.08,5.39
270.18,0.00,0.00,2.51,4.70,-0.37,-0.01,0.24,-0.04,-0.17,5.34
270.18,0.00,0.00,2.60,4.70,0.09,0.04,0.25,-0.13,-0.50,5.37
270.18,0.00,0.00,2.50,4.70,0.64,0.10,0.25,-0.17,-0.67,5.36
270.18,0.00,0.00,2.55,4.79,0.92,0.14,0.24,-0.22,-0.84,5.50
270.18,0.00,0.00,2.55,4.79,0.92,0.14,0.20,-0.15,-0.59,5.50
270.18,0.00,0.00,2.45,4.79,0.64,0.10,0.15,-0.06,-0.25,5.42
270.18,0.00,0.00,2.40,4.88,0.18,0.05,0.09,0.04,0.17,5.44
270.18,0.00,0.00,2.14,4.96,-0.37,-0.01,0.05,0.13,0.50,5.42
270.18,0.00,0.00,1.74,4.96,-0.83,-0.06,-0.00,0.15,0.59,5.32
270.18,0.00,0.00,1.53,4.96,-1.01,-0.08,-0.00,0.13,0.50,5.29
270.18,0.00,0.00,1.38,5.05,-1.10,-0.09,-0.02,0.06,0.25,5.35
270.09,0.00,0.00,1.48,5.05,-0.83,-0.06,-0.00,-0.02,-0.08,5.33
270.09,0.00,0.00,1.78,5.05,-0.64,-0.04,0.04,-0.09,-0.33,5.39
270.09,0.00,0.00,2.29,5.05,-0.37,-0.01,0.09,-0.13,-0.50,5.56
270.09,0.00,0.00,2.70,5.05,-0.18,0.01,0.09,-0.15,-0.59,5.73
270.09,0.00,0.00,3.15,4.96,-0.09,0.02,0.11,-0.15,-0.59,5.88
270.09,0.00,0.00,3.31,4.87,0.00,0.03,0.13,-0.09,-0.33,5.89
270.09,0.00,0.00,3.20,4.70,0.00,0.03,0.13,0.00,0.00,5.69
270.09,0.00,0.00,3.00,4.52,0.09,0.04,0.15,0.11,0.42,5.43
270.09,0.00,0.00,2.80,4.52,0.00,0.03,0.16,0.22,0.84,5.32
270.09,0.00,0.00,2.70,4.70,-0.09,0.02,0.18,0.30,1.17,5.42
270.09,0.00,0.00,2.65,4.78,-0.09,0.02,0.22,0.34,1.34,5.47
270.09,0.00,0.00,2.85,5.14,-0.18,0.01,0.20,0.30,1.17,5.88
270.09,0.00,0.00,3.05,5.31,-0.09,0.02,0.18,0.19,0.75,6.13
270.09,0.00,0.00,3.10,5.40,-0.09,0.02,0.15,0.09,0.33,6.23
270.09,0.00,0.00,3.05,5.49,0.00,0.03,0.09,0.00,0.00,6.28
270.09,0.00,0.00,2.85,5.49,0.09,0.04,0.04,-0.09,-0.33,6.18
270.09,0.00,0.00,2.54,5.49,0.00,0.03,0.02,-0.09,-0.33,6.05
270.09,0.00,0.00,2.34,5.49,-0.09,0.02,0.00,-0.11,-0.42,5.97
270.09,0.00,0.00,2.29,5.40,-0.28,-0.00,0.04,-0.06,-0.25,5.87
270.09,0.00,0.00,2.34,5.31,-0.46,-0.02,0.07,-0.11,-0.42,5.82
270.09,0.00,0.00,2.39,5.22,-0.55,-0.03,0.13,-0.09,-0.33,5.77
270.09,-0.00,0.00,2.49,5.22,-0.55,-0.03,0.16,-0.04,-0.17,5.81
270.09,-0.00,0.00,2.54,5.14,-0.46,-0.02,0.18,0.04,0.17,5.75
270.09,-0.00,0.00,2.49,5.22,-0.28,-0.00,0.18,0.15,0.59,5.79
270.09,-0.00,0.00,2.44,5.14,0.00,0.03,0.20,0.26,1.00,5.69
270.09,-0.00,0.00,2.49,5.05,0.18,0.05,0.20,0.28,1.09,5.63
270.09,-0.00,0.00,2.54,4.96,0.28,0.06,0.22,0.24,0.92,5.58
270.09,-0.00,0.00,2.65,4.78,0.18,0.05,0.24,0.15,0.59,5.47
270.09,-0.01,0.00,2.85,4.79,0.09,0.04,0.22,-0.02,-0.08,5.57
270.09,-0.01,0.00,2.90,4.87,0.00,0.03,0.20,-0.13,-0.50,5.67
270.09,-0.01,0.00,2.95,5.14,-0.18,0.01,0.16,-0.24,-0.92,5.93
270.09,-0.01,0.00,2.80,5.40,-0.28,-0.00,0.11,-0.24,-0.92,6.09
270.09,-0.01,0.00,2.59,5.58,-0.28,-0.00,0.07,-0.19,-0.75,6.16
270.09,-0.01,0.00,2.29,5.58,-0.28,-0.00,0.04,-0.06,-0.25,6.03
270.09,-0.01,0.00,2.19,5.40,-0.37,-0.01,0.02,0.09,0.33,5.84
270.09,-0.01,0.00,2.19,5.22,-0.55,-0.03,0.02,0.22,0.84,5.69
270.18,-0.01,0.00,2.19,5.05,-0.64,-0.04,0.04,0.28,1.09,5.54
270.18,-0.01,0.00,2.25,4.79,-0.83,-0.06,0.07,0.30,1.17,5.35
270.18,-0.01,0.00,2.45,4.79,-0.74,-0.05,0.13,0.26,1.00,5.43
270.18,-0.01,0.00,2.40,4.88,-0.74,-0.05,0.20,0.17,0.67,5.48
270.18,-0.01,0.00,2.45,4.96,-0.64,-0.04,0.25,0.13,0.50,5.57
270.18,-0.01,0.00,2.60,5.05,-0.55,-0.03,0.31,0.06,0.25,5.71
270.18,-0.01,0.00,2.75,5.14,-0.37,-0.01,0.35,0.06,0.25,5.84
270.18,-0.01,0.00,2.90,5.05,-0.28,-0.00,0.33,0.06,0.25,5.84
270.18,-0.01,0.00,3.06,4.97,-0.28,-0.00,0.29,0.06,0.25,5.84
270.26,-0.01,0.00,3.06,4.97,-0.37,-0.01,0.24,0.06,0.25,5.84
270.26,-0.01,0.00,2.96,4.97,-0.55,-0.03,0.16,0.02,0.08,5.81
270.26,-0.01,0.00,2.91,5.06,-0.74,-0.05,0.13,0.00,0.00,5.88
270.26,-0.01,0.00,2.76,5.14,-0.83,-0.06,0.15,0.00,0.00,5.90
270.26,-0.01,0.00,2.66,5.32,-0.83,-0.06,0.18,0.02,0.08,6.00
270.26,-0.01,0.00,2.55,5.32,-0.55,-0.03,0.24,0.11,0.42,5.93
270.26,-0.01,0.00,2.61,5.23,-0.37,-0.01,0.27,0.13,0.50,5.86
270.35,-0.01,0.00,2.45,5.14,-0.28,-0.00,0.29,0.13,0.50,5.71
270.35,-0.01,0.00,2.41,4.88,-0.18,0.01,0.27,0.11,0.42,5.45
270.35,-0.01,0.00,2.31,4.88,-0.18,0.01,0.24,0.06,0.25,5.40
270.35,-0.01,0.00,2.26,4.79,-0.18,0.01,0.16,0.04,0.17,5.30
270.35,-0.01,0.00,2.36,4.97,-0.18,0.01,0.13,0.02,0.08,5.51
270.35,-0.01,0.00,2.31,5.06,0.00,0.03,0.09,0.00,0.00,5.56
270.44,-0.01,0.00,2.41,5.23,0.09,0.04,0.11,-0.02,-0.08,5.76
270.44,-0.01,0.00,2.31,5.24,0.28,0.06,0.11,-0.06,-0.25,5.73
270.44,-0.01,0.00,2.31,5.24,0.28,0.06,0.15,-0.13,-0.50,5.73
270.44,-0.01,0.00,2.31,5.24,0.18,0.05,0.16,-0.13,-0.50,5.73
270.44,-0.01,0.00,2.31,5.24,0.00,0.03,0.16,-0.13,-0.50,5.73
270.44,-0.01,0.00,2.26,5.33,-0.09,0.02,0.15,-0.09,-0.33,5.79
270.44,-0.01,0.00,2.26,5.33,-0.18,0.01,0.13,-0.02,-0.08,5.79
270.44,-0.01,0.00,2.11,5.24,-0.09,0.02,0.11,0.04,0.17,5.65
270.53,-0.01,0.00,1.96,4.97,0.09,0.04,0.07,0.04,0.17,5.34
270.53,-0.01,0.00,1.92,4.71,0.28,0.06,0.07,0.02,0.08,5.09
270.53,-0.01,0.00,1.97,4.45,0.46,0.08,0.07,-0.02,-0.08,4.89
270.53,-0.01,0.00,2.07,4.45,0.64,0.10,0.07,-0.04,-0.17,4.95
270.53,-0.01,0.00,2.12,4.54,0.74,0.11,0.09,-0.02,-0.08,5.06
270.53,-0.01,0.00,2.22,4.71,0.64,0.10,0.11,0.02,0.08,5.25
270.53,-0.01,0.00,2.22,4.89,0.37,0.07,0.13,0.09,0.33,5.38
270.53,-0.01,0.00,2.27,4.98,0.09,0.04,0.18,0.17,0.67,5.47
270.53,-0.01,0.00,2.42,4.89,0.00,0.03,0.20,0.17,0.67,5.46
270.53,-0.01,0.00,2.47,4.80,-0.18,0.01,0.20,0.19,0.75,5.41
270.53,-0.00,0.00,2.47,4.80,-0.18,0.01,0.16,0.13,0.50,5.41
270.53,-0.00,0.00,2.47,4.80,-0.18,0.01,0.13,0.06,0.25,5.41
270.53,-0.00,0.00,2.42,4.89,0.00,0.03,0.05,0.04,0.17,5.46
270.53,-0.00,0.00,2.32,5.07,0.09,0.04,0.00,0.06,0.25,5.57
270.53,-0.00,0.00,2.32,5.07,0.09,0.04,-0.04,0.13,0.50,5.57
270.53,-0.00,0.00,2.27,5.15,-0.18,0.04,-0.04,0.17,0.67,5.63
270.53,-0.00,0.00,2.12,5.06,-0.18,0.04,0.00,0.24,0.92,5.49
270.53,-0.00,0.00,1.91,5.06,-0.18,0.04,0.04,0.22,0.84,5.41
270.53,-0.00,0.00,1.86,4.97,-0.28,0.03,0.09,0.19,0.75,5.32
270.53,-0.00,0.00,1.71,5.06,-0.46,0.01,0.16,0.19,0.75,5.36
270.53,-0.00,0.00,1.86,4.97,-0.46,-0.02,0.22,0.19,0.75,5.33
270.53,-0.00,0.00,1.97,4.97,-0.55,-0.03,0.27,0.24,0.92,5.38
270.53,-0.00,0.00,2.37,4.98,-0.55,-0.03,0.27,0.28,1.09,5.54
270.53,-0.00,0.00,2.78,4.98,-0.46,-0.02,0.29,0.32,1.25,5.72
270.53,0.00,0.00,2.88,5.16,-0.18,0.01,0.27,0.30,1.17,5.91
270.53,0.00,0.00,2.88,5.33,-0.09,0.02,0.25,0.24,0.92,6.06
270.53,0.00,0.00,2.77,5.51,0.00,0.03,0.24,0.13,0.50,6.17
270.53,0.00,0.00,2.47,5.68,0.09,0.04,0.22,0.06,0.25,6.20
270.53,0.00,0.00,2.21,5.77,0.00,0.03,0.24,0.02,0.08,6.18
270.53,0.00,0.00,2.06,5.85,-0.09,0.02,0.25,0.09,0.33,6.21
270.53,0.00,0.00,1.96,5.85,-0.09,0.02,0.25,0.17,0.67,6.17
270.53,0.00,0.00,2.01,5.77,0.09,0.04,0.25,0.26,1.00,6.11
270.53,0.00,0.00,2.06,5.68,0.28,0.06,0.26,0.34,1.34,6.05
270.53,0.00,0.00,2.22,5.42,0.46,0.08,0.22,0.34,1.34,5.87
270.53,0.00,0.00,2.32,5.24,0.64,0.10,0.18,0.32,1.25,5.77
270.53,0.00,0.00,2.47,5.15,0.46,0.08,0.15,0.26,1.00,5.74
270.53,0.00,0.00,2.47,5.15,0.18,0.05,0.13,0.19,0.75,5.72
270.53,0.00,0.00,2.27,5.15,0.00,0.03,0.13,0.11,0.42,5.63
270.53,0.00,0.00,2.07,5.15,-0.18,0.01,0.13,0.09,0.33,5.55
270.53,0.00,0.00,1.81,5.24,-0.37,-0.01,0.13,0.11,0.42,5.55
270.53,0.00,0.00,1.46,5.15,-0.46,-0.02,0.15,0.15,0.59,5.37
270.53,0.00,0.00,1.46,4.97,-0.37,-0.01,0.16,0.22,0.84,5.19
270.53,0.00,0.00,1.66,4.80,-0.37,-0.01,0.16,0.24,0.92,5.09
270.53,0.00,0.00,2.02,4.71,-0.28,-0.00,0.15,0.26,1.00,5.13
270.53,0.00,0.00,2.27,4.45,-0.18,0.01,0.16,0.24,0.92,5.00
270.53,0.00,0.00,2.53,4.36,-0.09,0.02,0.15,0.15,0.59,5.05
270.53,0.00,0.00,2.53,4.36,0.00,0.03,0.13,0.09,0.33,5.04
270.53,0.00,0.00,2.48,4.28,0.00,0.03,0.09,0.00,0.00,4.94
270.53,0.00,0.00,2.28,4.27,0.00,0.03,0.09,-0.02,-0.08,4.84
270.53,0.00,0.00,2.23,4.36,0.00,0.03,0.05,0.02,0.08,4.90
270.53,0.00,0.00,2.22,4.54,-0.09,0.02,0.07,0.09,0.33,5.05
270.53,0.00,0.00,2.37,4.63,-0.18,0.01,0.09,0.15,0.59,5.20
270.53,0.00,0.00,2.68,4.81,-0.37,-0.01,0.13,0.22,0.84,5.51
270.53,0.00,0.00,2.83,4.89,-0.37,-0.01,0.16,0.22,0.84,5.67
270.53,0.00,0.00,2.93,4.90,-0.37,-0.01,0.16,0.26,1.00,5.72
270.53,0.00,0.00,2.88,4.98,-0.28,-0.00,0.18,0.24,0.92,5.76
270.53,0.00,0.00,2.57,4.98,0.00,0.03,0.16,0.24,0.92,5.61
270.53,0.00,0.00,2.42,5.07,0.09,0.04,0.15,0.24,0.92,5.62
270.53,0.00,0.00,2.17,5.15,0.18,0.05,0.13,0.26,1.00,5.59
270.53,0.00,0.00,1.96,5.15,0.18,0.05,0.13,0.24,0.92,5.52
270.53,0.00,0.00,1.86,4.97,0.09,0.04,0.11,0.19,0.75,5.31
270.53,0.00,0.00,1.97,4.80,-0.09,0.02,0.11,0.17,0.67,5.19
270.53,0.00,0.00,2.02,4.54,-0.28,-0.00,0.11,0.13,0.50,4.97
270.53,0.00,0.00,2.07,4.45,-0.46,-0.02,0.15,0.09,0.33,4.93
270.53,0.00,0.00,2.02,4.54,-0.55,-0.03,0.20,0.06,0.25,5.00
270.53,0.00,0.00,2.02,4.54,-0.46,-0.02,0.25,0.06,0.25,4.99
270.53,0.00,0.00,1.77,4.62,-0.28,-0.00,0.29,0.09,0.33,4.95
270.53,0.00,0.00,1.71,4.71,0.00,0.03,0.27,0.06,0.25,5.01
270.53,0.00,0.00,1.71,4.71,0.28,0.06,0.22,0.06,0.25,5.02
270.53,0.00,0.00,1.82,4.71,0.37,0.07,0.16,0.04,0.17,5.06
270.53,0.00,0.00,2.22,4.71,0.18,0.05,0.13,0.02,0.08,5.21
270.53,0.01,0.00,2.47,4.80,-0.18,0.01,0.13,0.00,0.00,5.41
