Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
36.39,0.00,0.00,10.99,2.53,-4.23,-1.15,-1.41,0.58,2.26,12.04
36.39,0.00,0.00,10.79,2.51,-3.96,-1.13,-1.35,0.56,2.17,11.76
36.39,0.00,0.00,10.42,2.56,-3.86,-1.12,-1.33,0.60,2.34,11.41
36.39,0.00,0.00,9.94,2.77,-3.77,-1.08,-1.29,0.60,2.34,10.99
36.39,0.00,0.00,9.52,2.90,-3.96,-1.04,-1.29,0.62,2.42,10.71
36.39,0.00,0.00,9.20,3.04,-4.05,-0.99,-1.26,0.62,2.42,10.50
36.39,0.00,0.00,8.93,3.10,-4.14,-0.94,-1.24,0.58,2.26,10.32
36.39,0.00,0.00,8.87,3.18,-4.23,-0.89,-1.22,0.56,2.17,10.33
36.39,0.00,0.00,8.77,3.17,-4.23,-0.86,-1.19,0.52,2.01,10.24
36.39,0.00,0.00,8.71,3.25,-4.23,-0.86,-1.19,0.49,1.92,10.22
36.39,0.00,0.00,8.51,3.23,-4.32,-0.84,-1.19,0.47,1.84,10.08
36.39,0.00,0.00,8.37,3.13,-4.42,-0.85,-1.21,0.47,1.84,9.97
36.39,0.00,0.00,8.29,2.94,-4.51,-0.88,-1.25,0.43,1.67,9.88
36.39,0.00,0.00,8.45,2.87,-4.51,-0.94,-1.30,0.37,1.42,10.00
36.39,0.00,0.00,8.57,2.71,-4.60,-1.01,-1.36,0.28,1.09,10.09
36.39,0.00,0.00,8.59,2.53,-4.88,-1.06,-1.44,0.22,0.84,10.20
36.39,0.00,0.00,8.41,2.33,-5.06,-1.11,-1.50,0.13,0.50,10.09
36.39,0.00,0.00,8.10,2.30,-5.52,-1.09,-1.55,0.13,0.50,10.07
36.39,0.00,0.00,7.64,2.34,-6.07,-1.06,-1.60,0.19,0.75,10.03
36.39,0.00,0.00,7.28,2.38,-6.81,-1.01,-1.67,0.30,1.17,10.25
36.39,0.00,0.00,7.06,2.54,-7.36,-1.00,-1.74,0.41,1.59,10.51
36.39,0.00,0.00,7.14,2.72,-7.82,-1.01,-1.82,0.45,1.76,10.93
36.39,0.00,0.00,7.58,2.86,-8.00,-1.09,-1.90,0.45,1.76,11.39
36.39,0.00,0.00,8.00,2.73,-8.10,-1.15,-1.96,0.37,1.42,11.71
36.39,0.00,0.00,8.53,2.61,-8.19,-1.22,-2.02,0.19,0.75,12.11
36.39,0.00,0.00,8.71,2.37,-8.37,-1.27,-2.08,0.00,0.00,12.31
36.39,0.00,0.00,8.73,2.19,-8.83,-1.28,-2.16,-0.13,-0.50,12.61
36.39,0.00,0.00,8.63,2.18,-9.48,-1.31,-2.27,-0.17,-0.67,13.00
36.39,0.00,0.00,8.53,2.17,-10.30,-1.33,-2.40,-0.15,-0.59,13.55
36.39,0.00,0.00,8.37,2.24,-11.13,-1.37,-2.55,-0.09,-0.33,14.10
36.39,0.00,0.00,8.37,2.24,-11.96,-1.39,-2.68,-0.02,-0.08,14.77
36.39,0.00,0.00,8.49,2.08,-12.51,-1.38,-2.75,0.09,0.33,15.26
36.39,0.00,0.00,8.75,2.02,-12.79,-1.32,-2.75,0.13,0.50,15.62
36.39,0.00,0.00,8.77,1.84,-12.70,-1.25,-2.68,0.13,0.50,15.54
36.39,0.00,0.00,8.69,1.66,-12.24,-1.18,-2.57,0.09,0.33,15.10
36.39,0.00,0.00,8.48,1.64,-11.68,-1.13,-2.45,0.00,0.00,14.53
36.39,0.00,0.00,8.18,1.60,-11.04,-1.10,-2.34,-0.13,-0.50,13.83
36.39,0.00,0.00,7.74,1.46,-10.30,-1.12,-2.25,-0.32,-1.25,12.97
36.39,0.00,0.00,7.23,1.41,-9.75,-1.16,-2.20,-0.47,-1.84,12.22
36.39,0.00,0.00,6.91,1.11,-9.29,-1.18,-2.14,-0.62,-2.42,11.63
36.39,0.00,0.00,6.69,0.81,-9.20,-1.17,-2.13,-0.73,-2.84,11.40
36.39,0.00,0.00,6.62,0.45,-9.02,-1.15,-2.09,-0.77,-3.01,11.20
36.39,0.00,0.00,6.76,0.12,-8.92,-1.11,-2.05,-0.80,-3.09,11.20
36.39,0.00,0.00,6.89,-0.05,-8.65,-1.09,-1.99,-0.75,-2.93,11.05
36.39,0.00,0.00,7.07,-0.29,-8.19,-1.10,-1.94,-0.75,-2.93,10.82
36.39,0.00,0.00,6.92,-0.40,-7.64,-1.11,-1.86,-0.75,-2.93,10.32
36.39,0.00,0.00,6.74,-0.59,-6.99,-1.14,-1.79,-0.77,-3.01,9.73
36.39,-0.00,0.00,6.48,-0.53,-6.62,-1.14,-1.74,-0.82,-3.18,9.28
36.39,-0.00,0.00,6.32,-0.46,-6.53,-1.13,-1.72,-0.88,-3.43,9.10
36.39,-0.00,0.00,6.60,-0.26,-6.62,-1.08,-1.69,-0.95,-3.68,9.36
36.39,-0.00,0.00,7.05,-0.12,-6.90,-1.04,-1.71,-1.01,-3.93,9.86
36.39,-0.00,0.00,7.79,0.05,-7.18,-1.04,-1.75,-1.08,-4.18,10.59
36.39,-0.00,0.00,8.42,-0.05,-7.36,-1.09,-1.81,-1.14,-4.43,11.18
36.39,-0.00,0.00,9.00,-0.25,-7.45,-1.15,-1.87,-1.23,-4.77,11.69
36.39,-0.00,0.00,9.40,-0.65,-7.54,-1.22,-1.93,-1.33,-5.18,12.07
36.39,-0.00,0.00,9.40,-1.09,-7.73,-1.27,-1.99,-1.42,-5.52,12.22
36.39,-0.00,0.00,9.24,-1.46,-8.19,-1.25,-2.04,-1.51,-5.85,12.43
36.39,-0.00,0.00,9.02,-1.75,-8.65,-1.18,-2.05,-1.55,-6.02,12.62
36.39,-0.00,0.00,8.67,-1.88,-9.20,-1.08,-2.06,-1.57,-6.10,12.78
36.39,-0.00,0.00,8.33,-2.01,-9.48,-0.99,-2.03,-1.59,-6.19,12.78
36.39,-0.00,0.00,7.89,-2.15,-9.57,-0.94,-2.01,-1.53,-5.94,12.58
36.39,-0.00,0.00,7.48,-2.19,-9.38,-0.92,-1.97,-1.44,-5.60,12.20
36.39,-0.00,0.00,7.06,-2.06,-9.02,-0.95,-1.94,-1.35,-5.27,11.64
36.39,-0.00,0.00,6.68,-1.84,-8.46,-0.98,-1.89,-1.31,-5.10,10.94
36.39,-0.00,0.00,6.28,-1.44,-8.19,-0.99,-1.85,-1.27,-4.93,10.42
36.39,-0.00,0.00,6.09,-1.20,-8.00,-0.97,-1.81,-1.27,-4.93,10.13
36.39,-0.00,0.00,5.87,-1.05,-8.00,-0.97,-1.81,-1.29,-5.02,9.98
36.39,-0.00,0.00,5.83,-1.14,-8.10,-0.98,-1.83,-1.31,-5.10,10.04
36.39,-0.00,0.00,6.01,-1.38,-8.10,-1.01,-1.85,-1.31,-5.10,10.18
36.39,-0.00,0.00,6.25,-1.71,-8.28,-1.05,-1.91,-1.29,-5.02,10.52
36.39,-0.00,0.00,6.48,-1.86,-8.37,-1.09,-1.95,-1.27,-4.93,10.75
36.47,-0.00,0.00,6.66,-1.66,-8.46,-1.13,-1.99,-1.31,-5.10,10.90
36.47,-0.00,0.00,6.86,-1.46,-8.65,-1.14,-2.03,-1.42,-5.52,11.13
36.47,-0.00,0.00,6.72,-1.12,-8.92,-1.14,-2.07,-1.53,-5.94,11.22
36.47,-0.00,0.00,6.76,-1.03,-9.20,-1.13,-2.11,-1.63,-6.35,11.46
36.47,-0.00,0.00,6.72,-1.12,-9.66,-1.12,-2.16,-1.72,-6.69,11.82
36.47,-0.00,0.00,6.86,-1.46,-10.12,-1.10,-2.21,-1.74,-6.77,12.31
36.47,-0.00,0.00,7.20,-1.77,-10.49,-1.08,-2.25,-1.74,-6.77,12.84
36.47,-0.00,0.00,7.48,-2.01,-10.86,-1.08,-2.30,-1.76,-6.86,13.34
36.47,-0.00,0.00,7.60,-2.17,-11.04,-1.10,-2.34,-1.85,-7.19,13.58
36.47,-0.00,0.00,7.80,-2.15,-11.13,-1.11,-2.36,-1.96,-7.61,13.76
36.47,-0.00,0.00,7.66,-2.25,-11.22,-1.11,-2.38,-2.09,-8.11,13.77
36.47,-0.00,0.00,7.42,-2.37,-11.22,-1.11,-2.38,-2.13,-8.28,13.66
36.47,-0.00,0.00,7.14,-2.58,-11.04,-1.13,-2.36,-2.06,-8.03,13.40
36.47,-0.00,0.00,6.65,-2.81,-10.76,-1.13,-2.32,-1.96,-7.61,12.96
36.47,-0.00,0.00,6.25,-2.85,-10.30,-1.15,-2.27,-1.81,-7.02,12.38
36.47,-0.00,0.00,5.76,-2.64,-9.75,-1.16,-2.20,-1.68,-6.52,11.63
36.47,-0.00,0.00,5.44,-2.50,-9.48,-1.13,-2.14,-1.61,-6.27,11.21
36.47,-0.00,0.00,5.36,-2.25,-9.38,-1.09,-2.10,-1.63,-6.35,11.04
36.47,-0.00,0.00,5.34,-2.07,-9.57,-1.05,-2.10,-1.70,-6.60,11.15
36.47,-0.00,0.00,5.71,-2.12,-10.12,-1.01,-2.15,-1.81,-7.02,11.81
36.47,-0.00,0.00,6.09,-2.34,-10.40,-1.01,-2.18,-1.91,-7.44,12.27
36.47,-0.00,0.00,6.47,-2.56,-10.76,-1.01,-2.24,-1.96,-7.61,12.82
36.47,-0.00,0.00,6.73,-2.62,-10.95,-1.03,-2.28,-1.98,-7.69,13.12
36.47,-0.00,0.00,6.83,-2.61,-10.86,-1.05,-2.28,-2.00,-7.77,13.09
36.47,-0.00,0.00,6.81,-2.43,-10.86,-1.05,-2.28,-1.94,-7.52,13.05
36.47,-0.00,0.00,6.65,-2.36,-10.76,-1.04,-2.26,-1.87,-7.27,12.87
36.47,-0.00,0.00,6.39,-2.31,-10.58,-1.03,-2.22,-1.85,-7.19,12.57
36.47,-0.00,0.00,6.45,-2.39,-10.40,-1.01,-2.18,-1.83,-7.11,12.47
36.47,-0.00,0.00,6.53,-2.64,-10.12,-1.01,-2.15,-1.87,-7.27,12.33
36.47,-0.00,0.00,6.67,-2.98,-9.94,-1.00,-2.11,-1.96,-7.61,12.33
36.47,-0.00,0.00,6.91,-3.31,-9.75,-1.01,-2.09,-2.00,-7.77,12.40
36.47,-0.00,0.00,7.09,-3.55,-9.66,-1.03,-2.09,-2.00,-7.77,12.50
36.47,-0.00,0.00,7.09,-3.55,-9.57,-1.05,-2.10,-1.94,-7.52,12.43
36.47,-0.00,0.00,7.13,-3.46,-9.57,-1.08,-2.12,-1.85,-7.19,12.43
36.47,-0.00,0.00,7.20,-3.10,-9.57,-1.11,-2.14,-1.81,-7.02,12.37
36.47,-0.00,0.00,7.26,-2.74,-9.57,-1.14,-2.16,-1.76,-6.86,12.32
36.47,-0.00,0.00,7.54,-2.53,-9.57,-1.14,-2.16,-1.83,-7.11,12.44
36.47,-0.00,0.00,7.80,-2.59,-9.48,-1.16,-2.16,-1.91,-7.44,12.54
36.47,-0.00,0.00,7.92,-2.75,-9.57,-1.17,-2.18,-1.94,-7.52,12.72
36.47,-0.00,0.00,8.00,-3.01,-9.57,-1.17,-2.18,-1.91,-7.44,12.83
36.47,-0.00,0.00,7.68,-3.31,-9.66,-1.18,-2.20,-1.81,-7.02,12.78
36.47,-0.00,0.00,7.24,-3.45,-9.84,-1.16,-2.22,-1.68,-6.52,12.69
36.47,-0.00,0.00,6.89,-3.58,-9.84,-1.13,-2.20,-1.63,-6.35,12.54
36.47,-0.00,0.00,6.59,-3.61,-9.94,-1.08,-2.17,-1.70,-6.60,12.46
36.47,-0.00,0.00,6.59,-3.61,-10.03,-1.03,-2.15,-1.83,-7.11,12.53
36.56,-0.00,0.00,6.79,-3.59,-10.21,-0.96,-2.12,-2.00,-7.77,12.78
36.56,-0.00,0.00,7.19,-3.36,-10.40,-0.92,-2.12,-2.15,-8.36,13.08
36.56,-0.00,0.00,7.60,-3.31,-10.40,-0.92,-2.12,-2.17,-8.44,13.29
36.56,-0.00,0.00,7.70,-3.30,-10.30,-0.94,-2.12,-2.13,-8.28,13.28
36.56,-0.00,0.00,7.80,-3.29,-10.03,-1.00,-2.13,-2.02,-7.86,13.12
