Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
71.10,-0.01,0.00,13.77,-1.38,-3.86,-0.49,-2.70,0.34,1.34,14.37
71.10,-0.01,0.00,13.66,-1.25,-3.68,-0.50,-2.66,0.34,1.34,14.20
71.10,-0.01,0.00,13.46,-1.18,-3.31,-0.53,-2.61,0.37,1.42,13.92
71.10,-0.01,0.00,13.33,-0.95,-2.85,-0.57,-2.57,0.45,1.76,13.66
71.10,-0.01,0.00,13.12,-0.79,-2.67,-0.59,-2.57,0.49,1.92,13.41
71.10,-0.01,0.00,12.93,-0.72,-2.39,-0.61,-2.54,0.52,2.01,13.17
71.10,-0.01,0.00,12.91,-0.62,-2.39,-0.60,-2.50,0.47,1.84,13.14
71.10,-0.01,0.00,12.79,-0.49,-2.39,-0.58,-2.44,0.41,1.59,13.02
71.10,-0.01,0.00,12.68,-0.36,-2.48,-0.54,-2.35,0.28,1.09,12.92
71.10,-0.00,0.00,12.41,-0.36,-2.39,-0.52,-2.26,0.19,0.75,12.64
71.10,-0.00,0.00,12.04,-0.32,-2.21,-0.52,-2.19,0.15,0.59,12.25
71.10,-0.00,0.00,11.70,-0.39,-1.93,-0.53,-2.13,0.15,0.59,11.86
71.10,-0.00,0.00,11.43,-0.39,-1.66,-0.54,-2.06,0.13,0.50,11.55
71.10,-0.00,0.00,11.18,-0.49,-1.56,-0.53,-2.01,0.15,0.59,11.30
71.10,-0.00,0.00,11.14,-0.76,-1.47,-0.52,-1.95,0.13,0.50,11.26
71.10,-0.00,0.00,11.10,-1.03,-1.38,-0.52,-1.90,0.11,0.42,11.24
71.10,-0.00,0.00,11.16,-1.32,-1.47,-0.49,-1.85,0.11,0.42,11.34
71.10,-0.00,0.00,10.97,-1.72,-1.47,-0.48,-1.82,0.06,0.25,11.20
71.10,-0.00,0.00,10.84,-1.96,-1.47,-0.49,-1.75,0.02,0.08,11.11
71.19,-0.00,0.00,10.63,-2.26,-1.47,-0.51,-1.73,-0.06,-0.25,10.97
71.19,-0.00,0.00,10.51,-2.47,-1.47,-0.53,-1.70,-0.17,-0.67,10.90
71.19,-0.00,0.00,10.46,-2.64,-1.38,-0.54,-1.68,-0.30,-1.17,10.87
71.19,-0.00,0.00,10.59,-2.87,-1.29,-0.55,-1.69,-0.45,-1.76,11.05
71.19,-0.00,0.00,10.73,-3.10,-1.01,-0.55,-1.69,-0.54,-2.09,11.21
71.19,-0.00,0.00,10.73,-3.10,-0.74,-0.57,-1.73,-0.60,-2.34,11.19
71.19,-0.00,0.00,10.73,-3.10,-0.55,-0.56,-1.75,-0.67,-2.59,11.18
71.19,-0.00,0.00,10.52,-2.94,-0.55,-0.56,-1.75,-0.69,-2.68,10.93
71.19,-0.00,0.00,10.21,-2.74,-0.64,-0.55,-1.74,-0.67,-2.59,10.59
71.19,-0.00,0.00,9.92,-2.64,-0.92,-0.50,-1.69,-0.67,-2.59,10.31
71.19,-0.00,0.00,9.71,-2.48,-1.20,-0.45,-1.65,-0.69,-2.68,10.09
